sample_id,code_snippet,label,LoC,NoM,NoP,CC,MND,NoF,CR,NoW,MNW,SCCL,sStC,PBM,FAC,MC,API,DbC,SyncIO,ImgC,AsyncUI,TmrStr
87,"void loginUser() async {
setState(() {
-isLoading = true;
});
String res = await AuthMethods().loginUser(
email: -emailController.text, password: -passwordController.text);
if (res == 'success') {
if (context.mounted) {
Navigator.of(context).pushAndRemoveUntil(
MaterialPageRoute(
builder: (context) => const ResponsiveLayout(
mobileScreenLayout: MobileScreenLayout(),
webScreenLayout: WebScreenLayout(),
),
),
(route) => false);

setState(() {
-isLoading = false;
});
}
} else {
setState(() {
-isLoading = false;
});
if (context.mounted) {
showSnackBar(context, res);
}
}
}",0,29,0,0,4,3,0,0,5,3,0,3,0,0,0,0,0,0,0,1,0
88,"@override
Widget build(BuildContext context) {
return Scaffold(
resizeToAvoidBottomInset: false,
body: SafeArea(
child: Container(
padding: MediaQuery.of(context).size.width > webScreenSize
? EdgeInsets.symmetric(
horizontal: MediaQuery.of(context).size.width / 3)
: const EdgeInsets.symmetric(horizontal: 32),
width: double.infinity,
child: Column(
crossAxisAlignment: CrossAxisAlignment.center,
children: [
Flexible(
flex: 2,
child: Container(),
),
SvgPicture.asset(
'assets/ic-instagram.svg',
color: primaryColor,
height: 64,
),
const SizedBox(
height: 64,
),
TextFieldInput(
hintText: 'Enter your email',
textInputType: TextInputType.emailAddress,
textEditingController: -emailController,
),
const SizedBox(
height: 24,
),
TextFieldInput(
hintText: 'Enter your password',
textInputType: TextInputType.text,
textEditingController: -passwordController,
isPass: true,
),
const SizedBox(
height: 24,
),
InkWell(
onTap: loginUser,
child: Container(
width: double.infinity,
alignment: Alignment.center,
padding: const EdgeInsets.symmetric(vertical: 12),
decoration: const ShapeDecoration(
shape: RoundedRectangleBorder(
borderRadius: BorderRadius.all(Radius.circular(4)),
),
color: blueColor,
),
child: !-isLoading
? const Text(
'Log in',
)
: const CircularProgressIndicator(
color: primaryColor,
),
),
),
const SizedBox(
height: 12,
),
Flexible(
flex: 2,
child: Container(),
),
Row(
mainAxisAlignment: MainAxisAlignment.center,
children: [
Container(
padding: const EdgeInsets.symmetric(vertical: 8),
child: const Text(
'Dont have an account?',
),
),
GestureDetector(
onTap: () => Navigator.of(context).push(
MaterialPageRoute(
builder: (context) => const SignupScreen(),
),
),
child: Container(
padding: const EdgeInsets.symmetric(vertical: 8),
child: const Text(
' Signup.',
style: TextStyle(
fontWeight: FontWeight.bold,
),
),
),
),
],
),
],
),
),
),
);
}
}",0,105,1,1,4,0,0,0,29,9,3,0,0,0,0,0,0,0,0,0,0
89,"class FeedScreen extends StatefulWidget {
const FeedScreen({Key? key}) : super(key: key);

@override
State<FeedScreen> createState() => -FeedScreenState();
}",0,5,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
90,"class -FeedScreenState extends State<FeedScreen> {
@override
Widget build(BuildContext context) {
final width = MediaQuery.of(context).size.width;

return Scaffold(
backgroundColor:
width > webScreenSize ? webBackgroundColor : mobileBackgroundColor,
appBar: width > webScreenSize
? null
: AppBar(
backgroundColor: mobileBackgroundColor,
centerTitle: false,
title: SvgPicture.asset(
'assets/ic-instagram.svg',
color: primaryColor,
height: 32,
),
actions: [
IconButton(
icon: const Icon(
Icons.messenger-outline,
color: primaryColor,
),
onPressed: () {},
),
],
),
body: StreamBuilder(
stream: FirebaseFirestore.instance.collection('posts').snapshots(),
builder: (context,
AsyncSnapshot<QuerySnapshot<Map<String, dynamic>>> snapshot) {
if (snapshot.connectionState == ConnectionState.waiting) {
return const Center(
child: CircularProgressIndicator(),
);
}
return ListView.builder(
itemCount: snapshot.data!.docs.length,
itemBuilder: (ctx, index) => Container(
margin: EdgeInsets.symmetric(
horizontal: width > webScreenSize ? width * 0.3 : 0,
vertical: width > webScreenSize ? 15 : 0,
),
child: PostCard(
snap: snapshot.data!.docs[index].data(),
),
),
);
},
),
);
}",0,52,1,1,6,3,0,0,9,4,1,0,0,0,0,0,0,0,0,0,0
91,"Widget build(BuildContext context) {
final width = MediaQuery.of(context).size.width;

return Scaffold(
backgroundColor:
width > webScreenSize ? webBackgroundColor : mobileBackgroundColor,
appBar: width > webScreenSize
? null
: AppBar(
backgroundColor: mobileBackgroundColor,
centerTitle: false,
title: SvgPicture.asset(
'assets/ic-instagram.svg',
color: primaryColor,
height: 32,
),
actions: [
IconButton(
icon: const Icon(
Icons.messenger-outline,
color: primaryColor,
),
onPressed: () {},
),
],
),
body: StreamBuilder(
stream: FirebaseFirestore.instance.collection('posts').snapshots(),
builder: (context,
AsyncSnapshot<QuerySnapshot<Map<String, dynamic>>> snapshot) {
if (snapshot.connectionState == ConnectionState.waiting) {
return const Center(
child: CircularProgressIndicator(),
);
}
return ListView.builder(
itemCount: snapshot.data!.docs.length,
itemBuilder: (ctx, index) => Container(
margin: EdgeInsets.symmetric(
horizontal: width > webScreenSize ? width * 0.3 : 0,
vertical: width > webScreenSize ? 15 : 0,
),
child: PostCard(
snap: snapshot.data!.docs[index].data(),
),
),
);
},
),
);
}",0,50,1,1,6,2,0,0,9,4,1,0,0,0,0,0,0,0,0,0,0
92,"class CommentsScreen extends StatefulWidget {
final postId;
const CommentsScreen({Key? key, required this.postId}) : super(key: key);

@override
-CommentsScreenState createState() => -CommentsScreenState();
}",0,6,0,0,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
93,"class -CommentsScreenState extends State<CommentsScreen> {
final TextEditingController commentEditingController =
TextEditingController();

void postComment(String uid, String name, String profilePic) async {
try {
String res = await FireStoreMethods().postComment(
widget.postId,
commentEditingController.text,
uid,
name,
profilePic,
);

if (res != 'success') {
if (context.mounted) showSnackBar(context, res);
}
setState(() {
commentEditingController.text = """";
});
} catch (err) {
showSnackBar(
context,
err.toString(),
);
}
}

@override
Widget build(BuildContext context) {
final User user = Provider.of<UserProvider>(context).getUser;

return Scaffold(
appBar: AppBar(
backgroundColor: mobileBackgroundColor,
title: const Text(
'Comments',
),
centerTitle: false,
),
body: StreamBuilder(
stream: FirebaseFirestore.instance
.collection('posts')
.doc(widget.postId)
.collection('comments')
.snapshots(),
builder: (context,
AsyncSnapshot<QuerySnapshot<Map<String, dynamic>>> snapshot) {
if (snapshot.connectionState == ConnectionState.waiting) {
return const Center(
child: CircularProgressIndicator(),
);
}

return ListView.builder(
itemCount: snapshot.data!.docs.length,
itemBuilder: (ctx, index) => CommentCard(
snap: snapshot.data!.docs[index],
),
);
},
),
// text input
bottomNavigationBar: SafeArea(
child: Container(
height: kToolbarHeight,
margin:
EdgeInsets.only(bottom: MediaQuery.of(context).viewInsets.bottom),
padding: const EdgeInsets.only(left: 16, right: 8),
child: Row(
children: [
CircleAvatar(
backgroundImage: NetworkImage(user.photoUrl),
radius: 18,
),
Expanded(
child: Padding(
padding: const EdgeInsets.only(left: 16, right: 8),
child: TextField(
controller: commentEditingController,
decoration: InputDecoration(
hintText: 'Comment as ${user.username}',
border: InputBorder.none,
),
),
),
),
InkWell(
onTap: () => postComment(
user.uid,
user.username,
user.photoUrl,
),
child: Container(
padding:
const EdgeInsets.symmetric(vertical: 8, horizontal: 8),
child: const Text(
'Post',
style: TextStyle(color: Colors.blue),
),
),
)
],
),
),
),
);
}
}",0,103,1,1,5,3,0,0.01,22,8,4,1,0,0,0,0,0,0,0,1,0
94,"void postComment(String uid, String name, String profilePic) async {
try {
String res = await FireStoreMethods().postComment(
widget.postId,
commentEditingController.text,
uid,
name,
profilePic,
);

if (res != 'success') {
if (context.mounted) showSnackBar(context, res);
}
setState(() {
commentEditingController.text = """";
});
} catch (err) {
showSnackBar(
context,
err.toString(),
);
}
}
",0,22,0,0,4,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
95,"@override
Widget build(BuildContext context) {
final User user = Provider.of<UserProvider>(context).getUser;

return Scaffold(
appBar: AppBar(
backgroundColor: mobileBackgroundColor,
title: const Text(
'Comments',
),
centerTitle: false,
),
body: StreamBuilder(
stream: FirebaseFirestore.instance
.collection('posts')
.doc(widget.postId)
.collection('comments')
.snapshots(),
builder: (context,
AsyncSnapshot<QuerySnapshot<Map<String, dynamic>>> snapshot) {
if (snapshot.connectionState == ConnectionState.waiting) {
return const Center(
child: CircularProgressIndicator(),
);
}

return ListView.builder(
itemCount: snapshot.data!.docs.length,
itemBuilder: (ctx, index) => CommentCard(
snap: snapshot.data!.docs[index],
),
);
},
),
// text input
bottomNavigationBar: SafeArea(
child: Container(
height: kToolbarHeight,
margin:
EdgeInsets.only(bottom: MediaQuery.of(context).viewInsets.bottom),
padding: const EdgeInsets.only(left: 16, right: 8),
child: Row(
children: [
CircleAvatar(
backgroundImage: NetworkImage(user.photoUrl),
radius: 18,
),
Expanded(
child: Padding(
padding: const EdgeInsets.only(left: 16, right: 8),
child: TextField(
controller: commentEditingController,
decoration: InputDecoration(
hintText: 'Comment as ${user.username}',
border: InputBorder.none,
),
),
),
),
InkWell(
onTap: () => postComment(
user.uid,
user.username,
user.photoUrl,
),
child: Container(
padding:
const EdgeInsets.symmetric(vertical: 8, horizontal: 8),
child: const Text(
'Post',
style: TextStyle(color: Colors.blue),
),
),
)
],
),
),
),
);
}",0,77,1,1,2,2,0,1.2999999999999999E-2,20,8,4,0,0,0,0,0,0,0,0,0,0
96,"class AddPostScreen extends StatefulWidget {
const AddPostScreen({Key? key}) : super(key: key);

@override
-AddPostScreenState createState() => -AddPostScreenState();
}",0,5,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
97,"class -AddPostScreenState extends State<AddPostScreen> {
Uint8List? -file;
bool isLoading = false;
final TextEditingController -descriptionController = TextEditingController();

-selectImage(BuildContext parentContext) async {
return showDialog(
context: parentContext,
builder: (BuildContext context) {
return SimpleDialog(
title: const Text('Create a Post'),
children: <Widget>[
SimpleDialogOption(
padding: const EdgeInsets.all(20),
child: const Text('Take a photo'),
onPressed: () async {
Navigator.pop(context);
Uint8List file = await pickImage(ImageSource.camera);
setState(() {
-file = file;
});
}),
SimpleDialogOption(
padding: const EdgeInsets.all(20),
child: const Text('Choose from Gallery'),
onPressed: () async {
Navigator.of(context).pop();
Uint8List file = await pickImage(ImageSource.gallery);
setState(() {
-file = file;
});
}),
SimpleDialogOption(
padding: const EdgeInsets.all(20),
child: const Text(""Cancel""),
onPressed: () {
Navigator.pop(context);
},
)
],
);
},
);
}

void postImage(String uid, String username, String profImage) async {
setState(() {
isLoading = true;
});
// start the loading
try {
// upload to storage and db
String res = await FireStoreMethods().uploadPost(
-descriptionController.text,
-file!,
uid,
username,
profImage,
);
if (res == ""success"") {
setState(() {
isLoading = false;
});
if (context.mounted) {
showSnackBar(
context,
'Posted!',
);
}
clearImage();
} else {
if (context.mounted) {
showSnackBar(context, res);
}
}
} catch (err) {
setState(() {
isLoading = false;
});
showSnackBar(
context,
err.toString(),
);
}
}

void clearImage() {
setState(() {
-file = null;
});
}

@override
void dispose() {
super.dispose();
-descriptionController.dispose();
}

@override
Widget build(BuildContext context) {
final UserProvider userProvider = Provider.of<UserProvider>(context);

return -file == null
? Center(
child: IconButton(
icon: const Icon(
Icons.upload,
),
onPressed: () => -selectImage(context),
),
)
: Scaffold(
appBar: AppBar(
backgroundColor: mobileBackgroundColor,
leading: IconButton(
icon: const Icon(Icons.arrow-back),
onPressed: clearImage,
),
title: const Text(
'Post to',
),
centerTitle: false,
actions: <Widget>[
TextButton(
onPressed: () => postImage(
userProvider.getUser.uid,
userProvider.getUser.username,
userProvider.getUser.photoUrl,
),
child: const Text(
""Post"",
style: TextStyle(
color: Colors.blueAccent,
fontWeight: FontWeight.bold,
fontSize: 16.0),
),
)
],
),
// POST FORM
body: Column(
children: <Widget>[
isLoading
? const LinearProgressIndicator()
: const Padding(padding: EdgeInsets.only(top: 0.0)),
const Divider(),
Row(
mainAxisAlignment: MainAxisAlignment.spaceAround,
crossAxisAlignment: CrossAxisAlignment.start,
children: <Widget>[
CircleAvatar(
backgroundImage: NetworkImage(
userProvider.getUser.photoUrl,
),
),
SizedBox(
width: MediaQuery.of(context).size.width * 0.3,
child: TextField(
controller: -descriptionController,
decoration: const InputDecoration(
hintText: ""Write a caption..."",
border: InputBorder.none),
maxLines: 8,
),
),
SizedBox(
height: 45.0,
width: 45.0,
child: AspectRatio(
aspectRatio: 487 / 451,
child: Container(
decoration: BoxDecoration(
image: DecorationImage(
fit: BoxFit.fill,
alignment: FractionalOffset.topCenter,
image: MemoryImage(-file!),
)),
),
),
),
],
),
const Divider(),
],
),
);
}
}",0,179,3,1,8,4,0,1.7000000000000001E-2,38,9,2,6,0,0,0,0,0,0,0,3,0
98,"-selectImage(BuildContext parentContext) async {
return showDialog(
context: parentContext,
builder: (BuildContext context) {
return SimpleDialog(
title: const Text('Create a Post'),
children: <Widget>[
SimpleDialogOption(
padding: const EdgeInsets.all(20),
child: const Text('Take a photo'),
onPressed: () async {
Navigator.pop(context);
Uint8List file = await pickImage(ImageSource.camera);
setState(() {
-file = file;
});
}),
SimpleDialogOption(
padding: const EdgeInsets.all(20),
child: const Text('Choose from Gallery'),
onPressed: () async {
Navigator.of(context).pop();
Uint8List file = await pickImage(ImageSource.gallery);
setState(() {
-file = file;
});
}),
SimpleDialogOption(
padding: const EdgeInsets.all(20),
child: const Text(""Cancel""),
onPressed: () {
Navigator.pop(context);
},
)
],
);
},
);
}",0,39,0,0,1,3,0,0,8,3,0,2,0,0,0,0,0,0,0,2,0
99,"void postImage(String uid, String username, String profImage) async {
setState(() {
isLoading = true;
});
// start the loading
try {
// upload to storage and db
String res = await FireStoreMethods().uploadPost(
-descriptionController.text,
-file!,
uid,
username,
profImage,
);
if (res == ""success"") {
setState(() {
isLoading = false;
});
if (context.mounted) {
showSnackBar(
context,
'Posted!',
);
}
clearImage();
} else {
if (context.mounted) {
showSnackBar(context, res);
}
}
} catch (err) {
setState(() {
isLoading = false;
});
showSnackBar(
context,
err.toString(),
);
}
}",0,38,0,0,5,3,0,5.2999999999999999E-2,1,1,0,3,0,0,0,0,0,0,0,1,0
100,"void clearImage() {
setState(() {
-file = null;
});
}",0,5,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
101,"@override
void dispose() {
super.dispose();
-descriptionController.dispose();
}",0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,"@override
Widget build(BuildContext context) {
final UserProvider userProvider = Provider.of<UserProvider>(context);

return -file == null
? Center(
child: IconButton(
icon: const Icon(
Icons.upload,
),
onPressed: () => -selectImage(context),
),
)
: Scaffold(
appBar: AppBar(
backgroundColor: mobileBackgroundColor,
leading: IconButton(
icon: const Icon(Icons.arrow-back),
onPressed: clearImage,
),
title: const Text(
'Post to',
),
centerTitle: false,
actions: <Widget>[
TextButton(
onPressed: () => postImage(
userProvider.getUser.uid,
userProvider.getUser.username,
userProvider.getUser.photoUrl,
),
child: const Text(
""Post"",
style: TextStyle(
color: Colors.blueAccent,
fontWeight: FontWeight.bold,
fontSize: 16.0),
),
)
],
),
// POST FORM
body: Column(
children: <Widget>[
isLoading
? const LinearProgressIndicator()
: const Padding(padding: EdgeInsets.only(top: 0.0)),
const Divider(),
Row(
mainAxisAlignment: MainAxisAlignment.spaceAround,
crossAxisAlignment: CrossAxisAlignment.start,
children: <Widget>[
CircleAvatar(
backgroundImage: NetworkImage(
userProvider.getUser.photoUrl,
),
),
SizedBox(
width: MediaQuery.of(context).size.width * 0.3,
child: TextField(
controller: -descriptionController,
decoration: const InputDecoration(
hintText: ""Write a caption..."",
border: InputBorder.none),
maxLines: 8,
),
),
SizedBox(
height: 45.0,
width: 45.0,
child: AspectRatio(
aspectRatio: 487 / 451,
child: Container(
decoration: BoxDecoration(
image: DecorationImage(
fit: BoxFit.fill,
alignment: FractionalOffset.topCenter,
image: MemoryImage(-file!),
)),
),
),
),
],
),
const Divider(),
],
),
);
}",0,87,1,1,3,0,0,1.0999999999999999E-2,28,9,2,0,0,0,0,0,0,0,0,0,0
103,"class WebScreenLayout extends StatefulWidget {
const WebScreenLayout({Key? key}) : super(key: key);

@override
State<WebScreenLayout> createState() => -WebScreenLayoutState();
}",0,5,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
104,"class -WebScreenLayoutState extends State<WebScreenLayout> {
int -page = 0;
late PageController pageController; // for tabs animation

@override
void initState() {
super.initState();
pageController = PageController();
}

@override
void dispose() {
super.dispose();
pageController.dispose();
}

void onPageChanged(int page) {
setState(() {
-page = page;
});
}

void navigationTapped(int page) {
//Animating Page
pageController.jumpToPage(page);
setState(() {
-page = page;
});
}

@override
Widget build(BuildContext context) {
return Scaffold(
appBar: AppBar(
backgroundColor: mobileBackgroundColor,
centerTitle: false,
title: SvgPicture.asset(
'assets/ic-instagram.svg',
color: primaryColor,
height: 32,
),
actions: [
IconButton(
icon: Icon(
Icons.home,
color: -page == 0 ? primaryColor : secondaryColor,
),
onPressed: () => navigationTapped(0),
),
IconButton(
icon: Icon(
Icons.search,
color: -page == 1 ? primaryColor : secondaryColor,
),
onPressed: () => navigationTapped(1),
),
IconButton(
icon: Icon(
Icons.add-a-photo,
color: -page == 2 ? primaryColor : secondaryColor,
),
onPressed: () => navigationTapped(2),
),
IconButton(
icon: Icon(
Icons.favorite,
color: -page == 3 ? primaryColor : secondaryColor,
),
onPressed: () => navigationTapped(3),
),
IconButton(
icon: Icon(
Icons.person,
color: -page == 4 ? primaryColor : secondaryColor,
),
onPressed: () => navigationTapped(4),
),
],
),
body: PageView(
physics: const NeverScrollableScrollPhysics(),
controller: pageController,
onPageChanged: onPageChanged,
children: homeScreenItems,
),
);
}
}",0,82,5,1,6,2,0,1.2E-2,15,4,0,2,0,0,0,0,0,0,0,0,0
105,"@override
void initState() {
super.initState();
pageController = PageController();
}",0,5,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
106,"@override
void dispose() {
super.dispose();
pageController.dispose();
}",0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,"void onPageChanged(int page) {
setState(() {
-page = page;
});
}",0,5,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108,"void navigationTapped(int page) {
//Animating Page
pageController.jumpToPage(page);
setState(() {
-page = page;
});
}",0,6,1,1,1,1,0,0.16700000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0
109,"@override
Widget build(BuildContext context) {
return Scaffold(
appBar: AppBar(
backgroundColor: mobileBackgroundColor,
centerTitle: false,
title: SvgPicture.asset(
'assets/ic-instagram.svg',
color: primaryColor,
height: 32,
),
actions: [
IconButton(
icon: Icon(
Icons.home,
color: -page == 0 ? primaryColor : secondaryColor,
),
onPressed: () => navigationTapped(0),
),
IconButton(
icon: Icon(
Icons.search,
color: -page == 1 ? primaryColor : secondaryColor,
),
onPressed: () => navigationTapped(1),
),
IconButton(
icon: Icon(
Icons.add-a-photo,
color: -page == 2 ? primaryColor : secondaryColor,
),
onPressed: () => navigationTapped(2),
),
IconButton(
icon: Icon(
Icons.favorite,
color: -page == 3 ? primaryColor : secondaryColor,
),
onPressed: () => navigationTapped(3),
),
IconButton(
icon: Icon(
Icons.person,
color: -page == 4 ? primaryColor : secondaryColor,
),
onPressed: () => navigationTapped(4),
),
],
),
body: PageView(
physics: const NeverScrollableScrollPhysics(),
controller: pageController,
onPageChanged: onPageChanged,
children: homeScreenItems,
),
);
}",0,57,1,1,6,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0
110,"class ResponsiveLayout extends StatefulWidget {
final Widget mobileScreenLayout;
final Widget webScreenLayout;
const ResponsiveLayout({
Key? key,
required this.mobileScreenLayout,
required this.webScreenLayout,
}) : super(key: key);

@override
State<ResponsiveLayout> createState() => -ResponsiveLayoutState();
}",0,11,0,0,2,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
111,"class -ResponsiveLayoutState extends State<ResponsiveLayout> {
@override
void initState() {
super.initState();
addData();
}

addData() async {
UserProvider userProvider =
Provider.of<UserProvider>(context, listen: false);
await userProvider.refreshUser();
}

@override
Widget build(BuildContext context) {
return LayoutBuilder(builder: (context, constraints) {
if (constraints.maxWidth > webScreenSize) {
// 600 can be changed to 900 if you want to display tablet screen with mobile screen layout
return widget.webScreenLayout;
}
return widget.mobileScreenLayout;
});
}
}",0,21,2,1,2,3,0,4.8000000000000001E-2,1,1,0,0,0,0,0,0,0,0,0,1,0
112,"void initState() {
super.initState();
addData();
}",0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,"addData() async {
UserProvider userProvider =
Provider.of<UserProvider>(context, listen: false);
await userProvider.refreshUser();
}",0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
114,"@override
Widget build(BuildContext context) {
return LayoutBuilder(builder: (context, constraints) {
if (constraints.maxWidth > webScreenSize) {
// 600 can be changed to 900 if you want to display tablet screen with mobile screen layout
return widget.webScreenLayout;
}
return widget.mobileScreenLayout;
});
}",0,9,1,1,2,2,0,0.111,1,1,0,0,0,0,0,0,0,0,0,0,0
115,"class MobileScreenLayout extends StatefulWidget {
const MobileScreenLayout({Key? key}) : super(key: key);

@override
State<MobileScreenLayout> createState() => -MobileScreenLayoutState();
}",0,5,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
116,"class -MobileScreenLayoutState extends State<MobileScreenLayout> {
int -page = 0;
late PageController pageController; // for tabs animation

@override
void initState() {
super.initState();
pageController = PageController();
}

@override
void dispose() {
super.dispose();
pageController.dispose();
}

void onPageChanged(int page) {
setState(() {
-page = page;
});
}

void navigationTapped(int page) {
//Animating Page
pageController.jumpToPage(page);
}

@override
Widget build(BuildContext context) {
return Scaffold(
body: PageView(
controller: pageController,
onPageChanged: onPageChanged,
children: homeScreenItems,
),
bottomNavigationBar: CupertinoTabBar(
backgroundColor: mobileBackgroundColor,
items: <BottomNavigationBarItem>[
BottomNavigationBarItem(
icon: Icon(
Icons.home,
color: (-page == 0) ? primaryColor : secondaryColor,
),
label: '',
backgroundColor: primaryColor,
),
BottomNavigationBarItem(
icon: Icon(
Icons.search,
color: (-page == 1) ? primaryColor : secondaryColor,
),
label: '',
backgroundColor: primaryColor),
BottomNavigationBarItem(
icon: Icon(
Icons.add-circle,
color: (-page == 2) ? primaryColor : secondaryColor,
),
label: '',
backgroundColor: primaryColor),
BottomNavigationBarItem(
icon: Icon(
Icons.favorite,
color: (-page == 3) ? primaryColor : secondaryColor,
),
label: '',
backgroundColor: primaryColor,
),
BottomNavigationBarItem(
icon: Icon(
Icons.person,
color: (-page == 4) ? primaryColor : secondaryColor,
),
label: '',
backgroundColor: primaryColor,
),
],
onTap: navigationTapped,
currentIndex: -page,
),
);
}
}",0,77,5,1,6,2,0,1.2999999999999999E-2,14,4,0,1,0,0,0,0,0,0,0,0,0
117,"@override
void initState() {
super.initState();
pageController = PageController();
}",0,5,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
118,"@override
void dispose() {
super.dispose();
pageController.dispose();
}",0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"void onPageChanged(int page) {
setState(() {
-page = page;
});
}",0,5,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120,"void navigationTapped(int page) {
//Animating Page
pageController.jumpToPage(page);
}",0,3,1,1,1,0,0,0.33300000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
121,"@override
Widget build(BuildContext context) {
return Scaffold(
body: PageView(
controller: pageController,
onPageChanged: onPageChanged,
children: homeScreenItems,
),
bottomNavigationBar: CupertinoTabBar(
backgroundColor: mobileBackgroundColor,
items: <BottomNavigationBarItem>[
BottomNavigationBarItem(
icon: Icon(
Icons.home,
color: (-page == 0) ? primaryColor : secondaryColor,
),
label: '',
backgroundColor: primaryColor,
),
BottomNavigationBarItem(
icon: Icon(
Icons.search,
color: (-page == 1) ? primaryColor : secondaryColor,
),
label: '',
backgroundColor: primaryColor),
BottomNavigationBarItem(
icon: Icon(
Icons.add-circle,
color: (-page == 2) ? primaryColor : secondaryColor,
),
label: '',
backgroundColor: primaryColor),
BottomNavigationBarItem(
icon: Icon(
Icons.favorite,
color: (-page == 3) ? primaryColor : secondaryColor,
),
label: '',
backgroundColor: primaryColor,
),
BottomNavigationBarItem(
icon: Icon(
Icons.person,
color: (-page == 4) ? primaryColor : secondaryColor,
),
label: '',
backgroundColor: primaryColor,
),
],
onTap: navigationTapped,
currentIndex: -page,
),
);
}",0,55,1,1,6,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0
122,"class StorageMethods {
final FirebaseAuth -auth = FirebaseAuth.instance;
final FirebaseStorage -storage = FirebaseStorage.instance;

// adding image to firebase storage
Future<String> uploadImageToStorage(String childName, Uint8List file, bool isPost) async {
// creating location to our firebase storage

Reference ref =
-storage.ref().child(childName).child(-auth.currentUser!.uid);
if(isPost) {
String id = const Uuid().v1();
ref = ref.child(id);
}

// putting in uint8list format -> Upload task like a future but not future
UploadTask uploadTask = ref.putData(
file
);

TaskSnapshot snapshot = await uploadTask;
String downloadUrl = await snapshot.ref.getDownloadURL();
return downloadUrl;
}
}",0,18,0,0,2,2,2,0.16700000000000001,2,1,0,0,0,0,0,0,0,0,0,2,0
123,"Future<String> uploadImageToStorage(String childName, Uint8List file, bool isPost) async {
// creating location to our firebase storage

Reference ref =
-storage.ref().child(childName).child(-auth.currentUser!.uid);
if(isPost) {
String id = const Uuid().v1();
ref = ref.child(id);
}

// putting in uint8list format -> Upload task like a future but not future
UploadTask uploadTask = ref.putData(
file
);

TaskSnapshot snapshot = await uploadTask;
String downloadUrl = await snapshot.ref.getDownloadURL();
return downloadUrl;
}",0,14,0,0,2,1,0,0.14299999999999999,2,1,0,0,0,0,0,0,0,0,0,2,0
